epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.65625,1.6144660711288452,,
0,99,0.703125,1.2346973419189453,,
0,149,0.8125,1.051263451576233,,
0,199,0.75,0.9206706881523132,,
0,249,0.9375,0.695438027381897,,
0,299,0.9375,0.5988588929176331,,
0,349,0.828125,0.7131908535957336,,
0,399,0.875,0.5291603803634644,,
0,449,0.796875,0.6511232256889343,,
0,499,0.734375,0.8071416616439819,,
0,549,0.84375,0.6369717121124268,,
0,599,0.921875,0.49865102767944336,,
0,649,0.890625,0.5113947987556458,,
0,699,0.828125,0.6031676530838013,,
0,749,0.859375,0.43584540486335754,,
0,799,0.90625,0.4619591236114502,,
0,849,0.828125,0.4846143126487732,,
0,899,0.890625,0.46164214611053467,,
0,936,,,0.8836137652397156,0.4761979579925537
1,949,0.8125,0.5739296078681946,,
1,999,0.84375,0.5473586320877075,,
1,1049,0.890625,0.42280298471450806,,
1,1099,0.90625,0.4346732199192047,,
1,1149,0.90625,0.3099665939807892,,
1,1199,0.890625,0.41766220331192017,,
1,1249,0.84375,0.5873381495475769,,
1,1299,0.859375,0.5758985280990601,,
1,1349,0.921875,0.37251579761505127,,
1,1399,0.9375,0.44350939989089966,,
1,1449,0.859375,0.510489821434021,,
1,1499,0.921875,0.36668285727500916,,
1,1549,0.828125,0.6318076848983765,,
1,1599,0.84375,0.519965648651123,,
1,1649,0.90625,0.3589874804019928,,
1,1699,0.890625,0.3601946234703064,,
1,1749,0.90625,0.37451595067977905,,
1,1799,0.890625,0.3668447434902191,,
1,1849,0.921875,0.335739403963089,,
1,1873,,,0.8978365659713745,0.39735373854637146
2,1899,0.875,0.4514804482460022,,
2,1949,0.875,0.4743715822696686,,
2,1999,0.90625,0.4381026327610016,,
2,2049,0.921875,0.38098955154418945,,
2,2099,0.953125,0.27455106377601624,,
2,2149,0.90625,0.41658180952072144,,
2,2199,0.90625,0.36790287494659424,,
2,2249,0.875,0.46761414408683777,,
2,2299,0.890625,0.38128259778022766,,
2,2349,0.84375,0.4301934242248535,,
2,2399,0.859375,0.44956308603286743,,
2,2449,0.859375,0.4420863389968872,,
2,2499,0.96875,0.22918464243412018,,
2,2549,0.890625,0.3351660966873169,,
2,2599,0.9375,0.31182724237442017,,
2,2649,0.90625,0.509192705154419,,
2,2699,0.875,0.4520677924156189,,
2,2749,0.9375,0.28202348947525024,,
2,2799,0.859375,0.39036741852760315,,
2,2810,,,0.9011418223381042,0.3659058213233948
3,2849,0.875,0.3554042875766754,,
3,2899,0.921875,0.2948703467845917,,
3,2949,0.84375,0.5151103734970093,,
3,2999,0.859375,0.4940333068370819,,
3,3049,0.953125,0.2644898295402527,,
3,3099,0.9375,0.25542163848876953,,
3,3149,0.9375,0.3512040674686432,,
3,3199,0.90625,0.2773461937904358,,
3,3249,0.828125,0.576389729976654,,
3,3299,0.921875,0.3765720725059509,,
3,3349,0.90625,0.3714123070240021,,
3,3399,0.921875,0.30867230892181396,,
3,3449,0.90625,0.3555135428905487,,
3,3499,0.859375,0.49407076835632324,,
3,3549,0.921875,0.2798600494861603,,
3,3599,0.859375,0.3825288712978363,,
3,3649,0.9375,0.2727048099040985,,
3,3699,0.921875,0.37683942914009094,,
3,3747,,,0.9073517918586731,0.3471395671367645
4,3749,0.9375,0.34934160113334656,,
4,3799,0.921875,0.2811899483203888,,
4,3849,0.921875,0.29494285583496094,,
4,3899,0.921875,0.3530520796775818,,
4,3949,0.875,0.5441438555717468,,
4,3999,0.90625,0.3351452350616455,,
4,4049,0.890625,0.42994189262390137,,
4,4099,0.921875,0.3705453872680664,,
4,4149,0.890625,0.39592769742012024,,
4,4199,0.84375,0.48636141419410706,,
4,4249,0.84375,0.4252799451351166,,
4,4299,0.859375,0.5700100660324097,,
4,4349,0.953125,0.26994678378105164,,
4,4399,0.890625,0.3371213972568512,,
4,4449,0.890625,0.3097568154335022,,
4,4499,0.859375,0.4777730405330658,,
4,4549,0.890625,0.36667919158935547,,
4,4599,0.90625,0.34022700786590576,,
4,4649,0.9375,0.25959232449531555,,
4,4684,,,0.9085536599159241,0.3352828323841095
